日期,代码,名称,条件,释放,PSQ,TSQ,RSQ,BSA,RPT,MZS,现价,涨幅(%),成交量,换手(%),止损,挤压,判断,FVG,AVWAP,BIAS,STO,分数,红色,动能,趋势,放量,RSI,EMA,参数,行业,总市值(亿),流通市值(亿),FC1,FC2,FC3,FC4,FC5,FC6,FC7,FC8,FC9,FC10,FC11,FC12,FC13,FC14,FC15,FC16,FC17,FC18,FC19,FC20,FC21,FC22,FC23,FC24,FC25,FC26,FC27,FC28,FC29,FC30
2024-09-26,002081,金 螳 螂,fit,一直释放,3.6-3.41-3.66-3.16,低-高-低,5.28%-7.33%-13.66%,29,16.61,2.07,3.19,6.69,345522.0,1.0,2.9,16,📉ema📈res📉adx📈rsi,bull | 2.05% | 回补,,,100.0 | 95.69 | 1.05 | no,n 44｜s 00｜d 5.21%,6,红暗[-0.17]-红暗[-0.14]-红暗[-0.13]-红暗[-0.11]-红暗[-0.08]-红暗[-0.03],低-低-低-低-低-低,是,72.21,3.19,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 5}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""sto"": {""stoch_length"": 14, ""smooth_k"": 3, ""smooth_d"": 3}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}, ""mcd"": {""fast_length"": 12, ""slow_length"": 26, ""signal_length"": 9}}",装修装饰Ⅱ,88.42,88.07,3.13,13.79,17.24,6.9,6.9,3.76,6.58,5.96,8.15,5.64,6.9,5.96,6.58,7.52,6.9,9.4,12.23,8.78,9.4,10.66,9.09,8.15,12.54,12.85,17.24,14.73,14.11,12.85,12.54,10.03
2024-09-26,002083,孚日股份,fit,压力释放,4.68-4.63-4.31-4.41,低-低-高,1.07%-6.91%-2.32%,34,10.8,1.52,4.41,3.52,109277.0,1.0,4.13,6,📈ema📉res📈adx🗒️rsi,bull | 0.48% | 未补,,,100.0 | 86.59 | 1.15 | no,n 75｜s 00｜d 0.52%,6,红暗[-0.14]-红暗[-0.12]-红暗[-0.12]-红暗[-0.10]-红暗[-0.07]-红暗[-0.03],低-低-低-低-低-低,是,67.49,4.21,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 5}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""sto"": {""stoch_length"": 14, ""smooth_k"": 3, ""smooth_d"": 3}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}, ""mcd"": {""fast_length"": 12, ""slow_length"": 26, ""signal_length"": 9}}",纺织制造,113.22,113.22,2.49,11.11,20.63,9.07,9.52,8.39,9.75,8.16,6.12,5.9,9.75,8.62,9.07,9.75,8.16,19.27,16.78,15.42,13.15,14.51,11.34,11.79,13.83,14.06,15.19,15.19,14.06,14.51,13.38,8.39
2024-09-26,002108,沧州明珠,fit,压力释放,3.59-3.6-3.15-3.03,高-低-低,0.28%-12.50%-3.81%,14,9.39,1.57,3.07,2.68,210854.0,1.0,2.91,50,📉ema📈res📉adx🗒️rsi,no | no | 未补,,,100.0 | 90.23 | 1.11 | no,n 82｜s 00｜d 2.46%,6,红亮[-0.05]-红暗[-0.04]-红暗[-0.04]-红暗[-0.03]-红暗[-0.02]-红暗[-0.00],低-低-低-低-低-高,否,66.27,3.3,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 5}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""sto"": {""stoch_length"": 14, ""smooth_k"": 3, ""smooth_d"": 3}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}, ""mcd"": {""fast_length"": 12, ""slow_length"": 26, ""signal_length"": 9}}",塑料,81.11,81.06,3.91,14.01,18.89,9.77,10.42,6.19,6.84,4.56,6.51,3.58,7.17,5.86,7.49,8.47,7.49,10.75,13.36,10.1,10.1,13.03,10.42,12.05,14.01,15.31,18.24,17.26,17.92,16.61,15.96,13.36
2024-09-26,002109,兴化股份,fit,压力释放,4.2-4.73-3.4-2.58,高-低-低,12.62%-28.12%-24.12%,16,11.21,1.64,2.77,4.14,95349.0,1.0,2.56,17,📉ema📈res📈adx🗒️rsi,bull | 2.71% | 回补,,,100.0 | 95.61 | 1.05 | no,n 58｜s 00｜d 3.72%,5,红亮[-0.05]-红暗[-0.04]-红暗[-0.03]-红暗[-0.02]-红暗[-0.00]-绿亮[+0.04],低-低-低-低-低-高,否,68.91,3.6,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 5}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""sto"": {""stoch_length"": 14, ""smooth_k"": 3, ""smooth_d"": 3}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}, ""mcd"": {""fast_length"": 12, ""slow_length"": 26, ""signal_length"": 9}}",化学原料,62.92,62.92,3.97,12.27,13.36,3.25,5.05,0.72,3.61,1.44,2.89,0.72,2.17,0.72,4.69,5.05,5.78,10.11,14.44,11.55,12.64,16.61,13.36,13.0,15.88,15.88,21.66,23.83,22.02,22.02,20.22,19.49
2024-09-26,002145,钛能化学,fit,压力释放,4.69-3.5-3.55-3.47,低-高-低,25.37%-1.43%-2.25%,13,8.44,0.94,3.59,3.76,522288.0,1.0,3.34,24,📉ema📈res📉adx🗒️rsi,no | no | 回补,,,100.0 | 85.87 | 1.16 | no,n 87｜s 00｜d 1.02%,4,红亮[-0.06]-红暗[-0.03]-红暗[-0.02]-红暗[-0.02]-绿亮[+0.00]-绿亮[+0.02],低-低-低-低-低-高,否,68.45,3.87,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 5}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""sto"": {""stoch_length"": 14, ""smooth_k"": 3, ""smooth_d"": 3}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}, ""mcd"": {""fast_length"": 12, ""slow_length"": 26, ""signal_length"": 9}}",化学原料,185.77,181.97,8.91,19.78,28.97,16.71,16.43,10.31,12.53,9.19,9.47,6.69,9.19,8.64,12.53,14.76,13.37,18.66,20.06,16.71,20.61,19.5,20.89,20.61,24.79,24.51,28.13,28.41,33.15,32.03,28.97,28.69
2024-09-26,002166,莱茵生物,fit,压力释放,7.9-10.0-7.04-7.17,高-低-高,26.58%-29.60%-1.85%,28,11.51,0.63,7.17,1.85,226851.0,4.0,6.79,13,📈ema📉res📉adx🗒️rsi,no | no | 未补,,,100.0 | 97.72 | 1.02 | no,n 96｜s 00｜d 1.22%,0,绿亮[+0.04]-绿亮[+0.06]-绿亮[+0.10]-绿亮[+0.12]-绿亮[+0.15]-绿亮[+0.19],低-低-低-低-低-低,否,67.26,7.02,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 5}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""sto"": {""stoch_length"": 14, ""smooth_k"": 3, ""smooth_d"": 3}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}, ""mcd"": {""fast_length"": 12, ""slow_length"": 26, ""signal_length"": 9}}",化学制品,65.19,65.03,5.3,14.5,19.53,11.85,11.02,5.44,7.81,8.09,7.11,8.23,11.02,10.18,11.44,10.04,11.02,11.99,14.78,11.16,11.85,12.27,10.04,11.16,15.9,16.04,20.08,17.57,18.97,19.94,16.88,12.55
2024-09-26,002174,游族网络,fit,压力释放,12.71-11.91-10.05-7.78,低-低-低,6.29%-15.62%-22.59%,36,13.58,1.02,7.99,3.5,180980.0,2.0,7.41,17,📉ema📈res📉adx🗒️rsi,bull | 0.39% | 未补,,,100.0 | 90.59 | 1.1 | no,n 90｜s 00｜d 1.15%,0,绿暗[+0.08]-绿亮[+0.13]-绿亮[+0.16]-绿亮[+0.16]-绿亮[+0.19]-绿亮[+0.22],低-低-低-低-低-高,否,66.38,9.38,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 5}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""sto"": {""stoch_length"": 14, ""smooth_k"": 3, ""smooth_d"": 3}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}, ""mcd"": {""fast_length"": 12, ""slow_length"": 26, ""signal_length"": 9}}",游戏Ⅱ,92.59,92.54,5.63,16.02,24.41,12.02,8.89,3.13,6.88,11.26,12.02,12.64,17.4,23.65,21.78,20.65,18.52,23.03,24.53,25.53,23.9,24.16,17.15,18.9,23.15,35.42,31.66,31.66,34.54,30.41,30.66,26.41
2024-09-26,002180,纳思达,fit,压力释放,30.0-28.6-29.5-25.49,低-高-低,4.67%-3.15%-13.59%,16,14.92,1.87,26.5,5.12,106376.0,1.0,23.85,15,📈ema📈res📉adx🗒️rsi,no | no | 回补,,,96.66 | 95.74 | 1.01 | no,n 89｜s 00｜d 1.43%,4,红亮[-0.10]-红亮[-0.29]-红暗[-0.27]-红暗[-0.19]-绿亮[+0.10]-绿亮[+0.29],低-低-低-低-高-高,否,65.07,24.29,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 5}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""sto"": {""stoch_length"": 14, ""smooth_k"": 3, ""smooth_d"": 3}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}, ""mcd"": {""fast_length"": 12, ""slow_length"": 26, ""signal_length"": 9}}",计算机设备,241.44,231.79,6.79,14.45,25.74,17.74,15.43,8.34,14.68,9.89,4.91,4.11,9.02,7.92,7.58,6.68,2.04,2.64,4.45,3.58,2.38,6.42,6.3,7.17,11.55,11.32,16.49,15.66,16.94,15.09,13.28,8.6
2024-09-26,002225,濮耐股份,fit,压力释放,3.75-5.25-4.27-3.52,高-低-低,40.00%-18.67%-17.56%,33,16.56,1.01,3.56,6.27,262105.0,3.0,3.17,9,📈ema📈res📈adx🗒️rsi,no | no | 回补,,,100.0 | 89.22 | 1.12 | no,n 55｜s 00｜d 0.96%,1,红暗[-0.02]-绿亮[+0.00]-绿亮[+0.02]-绿亮[+0.02]-绿亮[+0.05]-绿亮[+0.08],低-低-低-低-低-低,否,67.51,3.52,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 5}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""sto"": {""stoch_length"": 14, ""smooth_k"": 3, ""smooth_d"": 3}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}, ""mcd"": {""fast_length"": 12, ""slow_length"": 26, ""signal_length"": 9}}",装修建材,60.86,51.14,3.37,11.8,18.82,7.87,10.11,6.46,8.15,3.65,3.09,-0.84,0.0,0.0,4.49,5.9,4.21,7.3,9.83,12.92,8.71,9.27,9.27,5.9,10.67,21.91,21.91,19.1,22.19,20.22,16.29,12.92
2024-09-26,002264,新 华 都,fit,压力释放,5.75-4.59-7.96-4.74,低-高-低,20.17%-73.42%-40.45%,16,15.05,1.14,5.14,10.3,318277.0,5.0,4.47,11,📈ema📈res📈adx📈rsi,bull | 1.09% | 回补,,,100.0 | 91.68 | 1.09 | no,n 81｜s 00｜d 2.89%,5,红亮[-0.16]-红暗[-0.13]-红暗[-0.11]-红暗[-0.10]-红暗[-0.05]-绿亮[+0.01],低-低-低-低-低-高,是,70.5,5.06,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 5}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""sto"": {""stoch_length"": 14, ""smooth_k"": 3, ""smooth_d"": 3}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}, ""mcd"": {""fast_length"": 12, ""slow_length"": 26, ""signal_length"": 9}}",广告营销,59.31,53.95,3.11,11.67,13.62,2.14,-1.17,-4.09,-1.95,-2.53,-2.14,-4.09,-2.14,-1.95,1.56,0.39,2.72,1.36,5.06,6.42,7.78,7.2,5.25,6.23,8.17,14.98,16.93,14.01,14.2,20.62,19.46,13.23
2024-09-26,002266,浙富控股,fit,压力释放,3.52-3.32-2.94-2.89,低-低-低,5.68%-11.45%-1.70%,16,10.31,2.06,2.94,2.8,312089.0,1.0,2.76,23,📉ema📈res📉adx🗒️rsi,no | no | 回补,,,100.0 | 79.18 | 1.26 | no,n 56｜s 00｜d 3.18%,6,红亮[-0.09]-红暗[-0.07]-红暗[-0.07]-红亮[-0.07]-红暗[-0.04]-红暗[-0.02],低-低-低-低-低-高,否,64.61,3.06,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 5}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""sto"": {""stoch_length"": 14, ""smooth_k"": 3, ""smooth_d"": 3}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}, ""mcd"": {""fast_length"": 12, ""slow_length"": 26, ""signal_length"": 9}}",环境治理,219.73,206.16,3.06,12.24,15.99,9.18,9.86,6.12,9.52,6.12,6.12,4.76,7.48,5.78,8.5,9.52,7.82,10.2,15.99,11.56,11.9,15.31,12.93,14.29,17.01,16.33,20.07,18.71,17.01,15.99,17.01,14.29
2024-09-26,002277,友阿股份,fit,压力释放,2.72-2.49-2.34-2.35,低-低-高,8.46%-6.02%-0.43%,17,11.37,1.39,2.52,3.28,962619.0,7.0,2.33,19,📉ema📈res📉adx📈rsi,bull | 5.24% | 回补,,,100.0 | 90.18 | 1.11 | no,n 72｜s 00｜d 1.47%,1,红暗[-0.00]-绿亮[+0.01]-绿亮[+0.02]-绿暗[+0.01]-绿亮[+0.02]-绿亮[+0.05],低-低-低-低-低-高,是,72.56,2.76,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 5}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""sto"": {""stoch_length"": 14, ""smooth_k"": 3, ""smooth_d"": 3}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}, ""mcd"": {""fast_length"": 12, ""slow_length"": 26, ""signal_length"": 9}}",一般零售,86.3,86.3,2.78,12.7,21.43,9.13,12.7,5.95,7.14,3.57,4.37,2.38,4.76,4.37,8.33,7.94,9.13,9.92,15.48,12.3,13.1,15.08,13.1,15.48,26.98,33.33,39.29,43.25,38.1,39.68,37.3,28.57
2024-09-26,002283,天润工业,fit,压力释放,5.32-5.14-4.24-3.95,低-低-低,3.38%-17.51%-6.84%,17,8.22,2.29,4.15,4.01,179135.0,2.0,3.85,17,📉ema📈res📉adx📈rsi,bull | 0.25% | 回补,,,100.0 | 84.31 | 1.19 | no,n 94｜s 00｜d 0.84%,0,绿暗[+0.03]-绿亮[+0.04]-绿暗[+0.02]-绿暗[+0.01]-绿亮[+0.02]-绿亮[+0.04],低-低-低-低-低-高,否,70.19,4.56,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 5}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""sto"": {""stoch_length"": 14, ""smooth_k"": 3, ""smooth_d"": 3}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}, ""mcd"": {""fast_length"": 12, ""slow_length"": 26, ""signal_length"": 9}}",汽车零部件,103.12,90.82,3.37,12.05,16.63,7.95,8.92,4.1,4.82,2.65,4.34,1.93,5.06,3.86,5.54,6.99,6.02,7.71,10.12,9.16,8.92,9.88,5.78,8.92,12.05,12.77,14.7,14.22,16.39,15.66,15.18,12.05
2024-09-26,002315,焦点科技,fit,压力释放,34.3-35.64-33.66-24.47,高-低-低,3.91%-5.56%-27.30%,26,16.75,1.61,24.78,2.35,111744.0,6.0,22.88,40,📉ema📈res📉adx🗒️rsi,no | no | 未补,,,100.0 | 81.82 | 1.22 | no,n 96｜s 00｜d 5.55%,5,红暗[-0.46]-红亮[-0.52]-红亮[-0.57]-红亮[-0.58]-红暗[-0.27]-绿亮[+0.04],低-低-低-低-低-高,否,64.69,27.37,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 5}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""sto"": {""stoch_length"": 14, ""smooth_k"": 3, ""smooth_d"": 3}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}, ""mcd"": {""fast_length"": 12, ""slow_length"": 26, ""signal_length"": 9}}",互联网电商,124.1,79.12,5.53,16.42,25.3,12.31,9.44,5.85,10.82,12.39,10.13,10.82,14.81,18.85,16.06,13.96,12.79,14.53,18.6,14.0,12.27,15.94,16.06,23.53,23.08,25.02,24.74,20.7,33.25,30.23,43.7,46.41
2024-09-26,002340,格林美,fit,压力释放,6.7-6.44-6.21-5.97,低-低-低,3.88%-3.57%-3.86%,17,11.17,1.86,6.06,2.71,932056.0,2.0,5.68,18,📈ema📈res📉adx🗒️rsi,no | no | 回补,,,100.0 | 80.71 | 1.24 | no,n 75｜s 00｜d 1.28%,6,红亮[-0.07]-红亮[-0.07]-红亮[-0.07]-红亮[-0.09]-红暗[-0.06]-红暗[-0.01],低-低-低-低-低-高,否,64.68,5.75,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 5}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""sto"": {""stoch_length"": 14, ""smooth_k"": 3, ""smooth_d"": 3}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}, ""mcd"": {""fast_length"": 12, ""slow_length"": 26, ""signal_length"": 9}}",电池,414.39,412.14,6.77,16.5,24.26,15.02,13.86,9.08,10.73,7.43,6.11,4.95,13.86,14.36,15.35,16.01,13.7,16.83,16.67,14.52,13.7,13.86,16.67,16.83,19.97,22.11,22.61,20.79,24.09,22.44,22.11,18.32
2024-09-26,002375,亚厦股份,fit,压力释放,3.98-4.16-3.34-3.29,高-低-低,4.52%-19.71%-1.50%,32,11.9,1.4,3.43,4.57,153023.0,1.0,3.15,10,📉ema📈res📉adx📈rsi,bull | 1.87% | 回补,,,100.0 | 80.53 | 1.24 | no,n 87｜s 00｜d 1.12%,0,绿暗[+0.02]-绿亮[+0.03]-绿暗[+0.03]-绿暗[+0.02]-绿亮[+0.03]-绿亮[+0.06],低-低-低-低-低-高,否,70.54,3.67,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 5}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""sto"": {""stoch_length"": 14, ""smooth_k"": 3, ""smooth_d"": 3}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}, ""mcd"": {""fast_length"": 12, ""slow_length"": 26, ""signal_length"": 9}}",装修装饰Ⅱ,51.99,51.48,3.21,13.7,19.53,9.33,10.5,7.29,9.33,7.58,8.45,5.83,5.83,6.41,9.04,8.75,9.91,12.83,15.16,11.37,12.24,13.41,10.5,12.54,15.74,16.91,19.83,17.49,17.49,18.66,17.49,15.16
2024-09-26,002382,蓝帆医疗,fit,压力释放,6.0-5.87-4.48-4.66,低-低-高,2.17%-23.68%-4.02%,31,11.75,0.71,4.75,2.37,115440.0,1.0,4.51,9,📉ema📈res📉adx🗒️rsi,bull | 1.98% | 未补,,,95.67 | 78.38 | 1.22 | no,n 60｜s 00｜d 0.73%,0,绿暗[+0.04]-绿亮[+0.04]-绿暗[+0.02]-绿暗[+0.02]-绿亮[+0.02]-绿亮[+0.04],低-低-低-低-低-高,否,64.78,5.26,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 5}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""sto"": {""stoch_length"": 14, ""smooth_k"": 3, ""smooth_d"": 3}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}, ""mcd"": {""fast_length"": 12, ""slow_length"": 26, ""signal_length"": 9}}",医疗器械,77.85,77.28,2.95,12.0,19.58,11.37,12.63,7.79,8.42,6.95,6.32,5.05,6.74,6.74,10.11,10.74,11.37,15.16,18.32,13.89,14.32,14.95,12.84,12.42,13.47,13.89,18.32,17.89,18.32,20.0,17.47,14.11
2024-09-26,002402,和而泰,fit,压力释放,12.04-11.39-10.71-9.66,低-低-低,5.40%-5.97%-9.80%,17,12.33,1.31,9.72,3.85,166636.0,2.0,9.04,14,📉ema📈res📉adx🗒️rsi,no | no | 回补,,,100.0 | 87.77 | 1.14 | no,n 80｜s 00｜d 2.08%,5,红亮[-0.01]-红亮[-0.03]-红亮[-0.05]-红亮[-0.08]-红暗[-0.03]-绿亮[+0.02],低-低-低-低-低-低,否,61.53,11.2,"{""sqz"": {""bb_length"": 20, ""bb_mult"": 1.8, ""kc_length"": 20, ""kc_mult"": 1.5, ""use_true_range"": true, ""min_sqz_bars"": 5}, ""ema"": {""ema_length"": 200}, ""rsi"": {""rsi_length"": 14, ""rsi_ma_length"": 14, ""rsi_smooth"": ""SMA""}, ""sto"": {""stoch_length"": 14, ""smooth_k"": 3, ""smooth_d"": 3}, ""adx"": {""adx_length"": 14, ""adx_threshold"": 25}, ""r&s"": {""srb_left"": 10, ""srb_right"": 10}, ""atr"": {""atr_length"": 14, ""atr_mult"": 1.0, ""atr_smooth"": ""RMA""}, ""mcd"": {""fast_length"": 12, ""slow_length"": 26, ""signal_length"": 9}}",家电零部件Ⅱ,277.21,243.92,6.58,16.36,25.93,15.74,14.61,8.54,12.04,8.74,7.1,6.69,12.65,14.61,14.92,15.74,15.12,17.49,16.77,20.27,22.33,23.97,21.19,27.88,31.17,29.42,28.6,31.07,44.24,58.74,74.69,92.28
